TD ID TJ DF Dd Db
106 2292 86 20 0 20
106 2266 82 24 0 24
107 2319 95 12 0 12
108 2315 95 13 0 13
109 2314 95 14 0 14
109 2320 100 9 0 9
111 2348 105 6 0 6
111 2354 106 5 0 5
112 2356 106 6 0 6
112 2358 106 6 0 6
118 2332 104 14 0 14
0 52 14 90 -104 -14
0 60 14 90 -104 -14
0 71 23 85 -108 -23
0 40 10 96 -106 -10
0 43 13 89 -102 -13
0 36 10 94 -104 -10
0 11 7 102 -109 -7
0 62 19 85 -104 -19
0 10 0 108 -108 0
0 91 25 75 -100 -25
0 364 93 7 -100 -93
0 95 25 77 -102 -25
0 387 96 6 -102 -96
0 359 90 12 -102 -90
0 384 96 7 -103 -96
0 356 90 14 -104 -90
0 358 90 15 -105 -90
0 413 106 3 -109 -106
122 2379 113 9 0 9
123 2377 113 10 0 10
126 2373 113 13 0 13
126 2397 115 11 0 11
128 2034 33 95 0 95
128 2035 33 95 0 95
128 2396 115 13 0 13
129 2383 114 15 0 15
129 2405 117 12 0 12
129 2406 117 12 0 12
129 2412 118 11 0 11
130 2395 115 15 0 15
130 2418 118 12 0 12
130 2425 120 10 0 10
134 2404 117 17 0 17
135 2455 124 11 0 11
135 2454 124 11 0 11
135 2403 117 18 0 18
138 2470 128 10 0 10
138 2458 124 14 0 14
138 2478 128 10 0 10
139 2449 123 16 0 16
140 2498 132 8 0 8
140 2482 129 11 0 11
142 2499 132 10 0 10
143 2431 121 22 0 22
144 2527 135 9 0 9
144 2500 133 11 0 11
144 2514 134 10 0 10
146 2504 133 13 0 13
146 2517 134 12 0 12
146 2531 137 9 0 9
147 2522 135 12 0 12
147 2497 132 15 0 15
147 2507 133 14 0 14
148 2537 137 11 0 11
149 2533 137 12 0 12
149 2554 142 7 0 7
150 2540 141 9 0 9
150 2558 142 8 0 8
151 2553 142 9 0 9
151 2545 141 10 0 10
151 2547 141 10 0 10
152 2555 142 10 0 10
153 2506 133 20 0 20
155 2492 132 23 0 23
155 2530 137 18 0 18
156 2525 135 21 0 21
157 2520 135 22 0 22
157 2496 132 25 0 25
158 2516 134 24 0 24
160 2444 123 37 0 37
160 2421 120 40 0 40
162 2023 29 133 0 133
162 2341 105 57 0 57
163 2479 128 35 0 35
163 2333 104 59 0 59
164 2062 41 123 0 123
165 2428 120 45 0 45
166 2367 108 58 0 58
169 2570 163 6 0 6
169 2576 163 6 0 6
169 2571 163 6 0 6
169 2560 162 7 0 7
169 2575 163 6 0 6
170 2579 163 7 0 7
170 2572 163 7 0 7
171 2577 163 8 0 8
174 2336 104 70 0 70
175 2588 169 6 0 6
175 2582 169 6 0 6
178 2562 162 16 0 16
0 9 0 168 -168 0
0 12 7 161 -168 -7
180 2604 174 6 0 6
180 2606 174 6 0 6
181 2032 33 148 0 148
182 2612 176 6 0 6
184 2090 47 137 0 137
184 2622 179 5 0 5
187 2615 176 11 0 11
190 2625 179 11 0 11
190 2617 176 14 0 14
192 2636 181 11 0 11
193 2635 181 12 0 12
193 2653 183 10 0 10
0 112 31 150 -181 -31
0 57 14 167 -181 -14
0 152 41 140 -181 -41
0 56 14 167 -181 -14
0 702 164 17 -181 -164
0 742 169 12 -181 -169
0 689 160 22 -182 -160
0 747 169 13 -182 -169
0 728 166 16 -182 -166
0 766 180 4 -184 -180
0 767 180 4 -184 -180
196 2644 182 14 0 14
197 2663 184 13 0 13
198 2660 184 14 0 14
199 2664 184 15 0 15
200 2650 183 17 0 17
202 2698 189 13 0 13
0 676 159 30 -189 -159
0 656 156 34 -190 -156
203 2685 188 15 0 15
203 2647 182 21 0 21
207 2687 188 19 0 19
207 2667 184 23 0 23
0 759 179 16 -195 -179
0 670 158 37 -195 -158
0 619 152 43 -195 -152
211 2666 184 27 0 27
212 2689 188 24 0 24
212 2734 197 15 0 15
213 2654 183 30 0 30
213 2682 188 25 0 25
214 2751 202 12 0 12
215 2691 189 26 0 26
215 2695 189 26 0 26
217 2708 191 26 0 26
217 2658 183 34 0 34
218 2055 40 178 0 178
218 2056 40 178 0 178
218 2072 43 175 0 175
0 103 30 177 -207 -30
0 105 30 177 -207 -30
0 604 148 51 -199 -148
0 818 195 4 -199 -195
0 517 132 69 -201 -132
0 648 155 47 -202 -155
0 652 156 46 -202 -156
0 848 200 4 -204 -200
0 601 148 59 -207 -148
0 607 148 59 -207 -148
220 2733 197 23 0 23
220 2796 209 11 0 11
221 2786 208 13 0 13
221 2683 188 33 0 33
223 2677 185 38 0 38
225 2704 191 34 0 34
226 2099 47 179 0 179
226 2058 40 186 0 186
226 2712 195 31 0 31
226 2740 199 27 0 27
227 2729 196 31 0 31
227 2788 208 19 0 19
228 2773 205 23 0 23
229 2103 48 181 0 181
229 2060 41 188 0 188
229 2717 195 34 0 34
229 2767 204 25 0 25
231 2069 41 190 0 190
231 2040 39 192 0 192
231 2041 39 192 0 192
231 2709 191 40 0 40
232 2723 196 36 0 36
232 2752 202 30 0 30
233 2735 197 36 0 36
233 2754 202 31 0 31
234 2803 213 21 0 21
235 2766 204 31 0 31
235 2776 205 30 0 30
236 2787 208 28 0 28
237 2743 199 38 0 38
238 2757 202 36 0 36
239 2083 45 194 0 194
240 2808 213 27 0 27
240 2779 205 35 0 35
240 2777 205 35 0 35
0 125 32 195 -227 -32
242 2790 209 33 0 33
242 2785 208 34 0 34
243 2795 209 34 0 34
244 2044 39 205 0 205
244 2829 223 21 0 21
244 2760 204 40 0 40
245 2810 215 30 0 30
245 2805 213 32 0 32
246 2797 209 37 0 37
247 2809 213 34 0 34
248 2755 202 46 0 46
250 2045 39 211 0 211
252 2881 237 15 0 15
253 2050 40 213 0 213
253 2833 228 25 0 25
258 2071 43 215 0 215
258 2092 47 211 0 211
258 72 23 235 0 235
258 73 23 235 0 235
260 2840 231 29 0 29
266 2872 236 30 0 30
267 2075 43 224 0 224
269 2807 213 56 0 56
270 2849 231 39 0 39
271 2864 235 36 0 36
271 2834 228 43 0 43
272 2843 231 41 0 41
276 2847 231 45 0 45
278 2812 215 63 0 63
282 2082 45 237 0 237
283 2772 205 78 0 78
292 2874 236 56 0 56
295 2031 33 262 0 262
300 2817 215 85 0 85
304 2845 231 73 0 73
306 2929 273 33 0 33
310 2131 52 258 0 258
310 2136 52 258 0 258
311 2877 236 75 0 75
313 2692 189 124 0 124
315 2979 290 25 0 25
321 2700 191 130 0 130
322 2873 236 86 0 86
323 2839 228 95 0 95
326 2680 188 138 0 138
327 2719 195 132 0 132
329 2084 45 284 0 284
329 2086 45 284 0 284
331 2565 162 169 0 169
334 2088 45 289 0 289
334 2111 50 284 0 284
334 2891 242 92 0 92
336 2868 235 101 0 101
338 2368 108 230 0 230
341 2633 181 160 0 160
342 2915 249 93 0 93
345 2907 246 99 0 99
348 2149 56 292 0 292
348 2628 179 169 0 169
350 2200 69 281 0 281
352 2185 65 287 0 287
352 2826 223 129 0 129
352 2876 236 116 0 116
353 2181 65 288 0 288
355 2910 249 106 0 106
357 2885 237 120 0 120
361 2132 52 309 0 309
361 2143 56 305 0 305
362 2059 40 322 0 322
363 2169 62 301 0 301
365 2105 48 317 0 317
365 2108 48 317 0 317
365 2109 48 317 0 317
365 2064 41 324 0 324
374 2902 246 128 0 128
375 2906 246 129 0 129
375 2115 50 325 0 325
376 2030 33 343 0 343
377 2081 45 332 0 332
379 2161 62 317 0 317
385 2114 50 335 0 335
385 2117 50 335 0 335
385 2921 273 112 0 112
388 2096 47 341 0 341
391 2057 40 351 0 351
391 2986 291 100 0 100
395 2890 242 153 0 153
397 2932 275 122 0 122
400 2129 51 349 0 349
400 2053 40 360 0 360
401 2106 48 353 0 353
404 2154 58 346 0 346
406 2125 51 355 0 355
408 2928 273 135 0 135
410 2942 278 132 0 132
413 2935 275 138 0 138
413 2152 58 355 0 355
415 2998 293 122 0 122
416 2919 249 167 0 167
417 2959 282 135 0 135
418 2975 290 128 0 128
419 2969 289 130 0 130
419 2955 282 137 0 137
422 2996 293 129 0 129
423 2160 62 361 0 361
425 2938 275 150 0 150
426 2950 282 144 0 144
427 2991 293 134 0 134
427 2176 63 364 0 364
428 2911 249 179 0 179
428 2174 63 365 0 365
428 2990 293 135 0 135
429 2087 45 384 0 384
430 2980 291 139 0 139
432 2992 293 139 0 139
432 2164 62 370 0 370
433 2941 278 155 0 155
441 2206 69 372 0 372
442 2229 71 371 0 371
443 2191 66 377 0 377
444 2227 71 373 0 373
446 2236 72 374 0 374
447 2219 70 377 0 377
447 2210 70 377 0 377
448 2233 72 376 0 376
448 2228 71 377 0 377
449 2128 51 398 0 398
451 2153 58 393 0 393
452 2177 63 389 0 389
455 2127 51 404 0 404
458 2225 71 387 0 387
459 2243 76 383 0 383
459 2167 62 397 0 397
460 2101 48 412 0 412
460 2102 48 412 0 412
464 2171 63 401 0 401
464 2213 70 394 0 394
466 2258 81 385 0 385
469 2223 71 398 0 398
473 2261 82 391 0 391
474 2259 81 393 0 393
475 2147 56 419 0 419
477 2130 52 425 0 425
480 2113 50 430 0 430
480 2287 84 396 0 396
483 2260 82 401 0 401
484 2274 83 401 0 401
484 2289 84 400 0 400
485 2122 51 434 0 434
487 2144 56 431 0 431
488 2148 56 432 0 432
488 2299 86 402 0 402
489 2047 39 450 0 450
489 2284 84 405 0 405
490 2301 89 401 0 401
491 2238 72 419 0 419
491 2277 83 408 0 408
494 2281 84 410 0 410
494 2302 89 405 0 405
495 2183 65 430 0 430
496 2187 65 431 0 431
496 2116 50 446 0 446
498 2294 86 412 0 412
499 2190 66 433 0 433
499 2100 48 451 0 451
500 2199 66 434 0 434
500 2170 63 437 0 437
500 2196 66 434 0 434
Draw
Earth Army
Total Earth Soliders: 7405  Total Earth Tanks: 3100 Total Earth Gunnery: 2781
Percentage Of Destructed Units Relative To Their Total:
Earth Soliders: 0 Earth Tanks: 100 Earth Gunnery: 0
Percentage Of Total Destructed Units Relative To Their Total:0
55 -117 -62
0 1
Total Healed ratio: 0
Alien Army
Total Alien Soldiers: 4968  Total Alien Monester: 3722 Total Alien Drones: 3662
Percentage Of Destructed Units Relative To Their Total : Alien Soldiers: 0 Alien Monesters: 100 Alien Drones: 0
Percentage Of Total Destructed Units Relative To Their Total:0
115 0 115
1 0
