TD ID TJ DF Dd Db
197 2727 192 5 0 5
198 2269 64 134 0 134
198 2722 192 6 0 6
198 2724 192 6 0 6
198 2698 184 14 0 14
199 2299 75 124 0 124
199 2728 192 7 0 7
200 2700 185 15 0 15
200 2702 185 15 0 15
200 2729 192 8 0 8
201 2418 103 98 0 98
201 2231 56 145 0 145
201 2301 76 125 0 125
201 2717 186 15 0 15
202 2427 104 98 0 98
202 2735 199 3 0 3
203 2279 65 138 0 138
203 2361 90 113 0 113
203 2731 199 4 0 4
204 2363 90 114 0 114
204 2743 202 2 0 2
204 2740 202 2 0 2
204 2741 202 2 0 2
204 2737 199 5 0 5
205 2371 91 114 0 114
205 2748 202 3 0 3
205 2738 199 6 0 6
206 2379 91 115 0 115
208 2769 206 2 0 2
208 2763 206 2 0 2
209 2242 59 150 0 150
210 2778 207 3 0 3
212 2440 111 101 0 101
213 2385 95 118 0 118
213 2389 95 118 0 118
214 2782 209 5 0 5
215 2789 209 6 0 6
215 2797 213 2 0 2
215 2786 209 6 0 6
216 2780 209 7 0 7
217 2403 97 120 0 120
217 2251 62 155 0 155
217 2808 214 3 0 3
217 2793 213 4 0 4
217 2801 214 3 0 3
217 2806 214 3 0 3
218 2340 83 135 0 135
218 2341 83 135 0 135
219 2281 73 146 0 146
219 2285 73 146 0 146
219 2352 85 134 0 134
219 2817 216 3 0 3
219 2804 214 5 0 5
220 2460 117 103 0 103
220 2802 214 6 0 6
221 2829 218 3 0 3
221 2811 216 5 0 5
221 2822 218 3 0 3
221 2819 216 5 0 5
222 2823 218 4 0 4
223 2290 75 148 0 148
223 2291 75 148 0 148
223 2814 216 7 0 7
224 2847 222 2 0 2
224 2831 219 5 0 5
224 2843 222 2 0 2
224 2798 213 11 0 11
224 2824 218 6 0 6
225 2413 103 122 0 122
226 2417 103 123 0 123
226 2805 214 12 0 12
227 2302 76 151 0 151
227 2304 76 151 0 151
227 2854 225 2 0 2
227 2775 207 20 0 20
228 2307 76 152 0 152
228 2852 225 3 0 3
228 2853 225 3 0 3
228 2834 219 9 0 9
229 2866 227 2 0 2
229 2865 227 2 0 2
230 2877 228 2 0 2
231 2871 228 3 0 3
231 2855 225 6 0 6
232 2374 91 141 0 141
232 2872 228 4 0 4
232 2898 230 2 0 2
233 2320 79 154 0 154
233 2321 79 154 0 154
233 2322 79 154 0 154
233 2908 231 2 0 2
233 2894 230 3 0 3
233 2897 230 3 0 3
234 2324 79 155 0 155
235 2913 233 2 0 2
235 2917 233 2 0 2
237 2915 233 4 0 4
238 2920 235 3 0 3
239 2921 235 4 0 4
240 2186 45 195 0 195
240 2930 236 4 0 4
240 2934 236 4 0 4
241 2925 235 6 0 6
241 2933 236 5 0 5
241 2909 231 10 0 10
242 2482 130 112 0 112
242 2942 238 4 0 4
242 2941 238 4 0 4
242 2932 236 6 0 6
243 2489 130 113 0 113
244 2457 113 131 0 131
244 2333 82 162 0 162
244 2334 82 162 0 162
244 2907 231 13 0 13
245 2948 238 7 0 7
246 2259 62 184 0 184
246 2959 244 2 0 2
246 2945 238 8 0 8
247 2280 73 174 0 174
247 2969 245 2 0 2
248 2961 245 3 0 3
249 2468 117 132 0 132
249 2964 245 4 0 4
249 2966 245 4 0 4
250 2943 238 12 0 12
250 2960 245 5 0 5
252 2293 75 177 0 177
252 2297 75 177 0 177
252 2958 244 8 0 8
253 2970 248 5 0 5
254 2504 137 117 0 117
254 2985 251 3 0 3
254 2953 244 10 0 10
254 2986 251 3 0 3
254 2984 251 3 0 3
255 2411 103 152 0 152
255 2987 251 4 0 4
257 2997 255 2 0 2
257 2995 255 2 0 2
258 2982 251 7 0 7
258 2999 255 3 0 3
258 2993 255 3 0 3
258 2989 251 7 0 7
259 2362 90 169 0 169
259 2990 255 4 0 4
260 2978 248 12 0 12
260 2996 255 5 0 5
261 2939 236 25 0 25
261 2994 255 6 0 6
261 2979 248 13 0 13
261 2840 222 39 0 39
262 2981 251 11 0 11
262 2874 228 34 0 34
263 2367 90 173 0 173
263 2750 204 59 0 59
263 2771 207 56 0 56
264 2903 231 33 0 33
264 2739 199 65 0 65
265 2375 91 174 0 174
265 2314 78 187 0 187
265 2746 202 63 0 63
265 2770 207 58 0 58
265 2773 207 58 0 58
266 2963 245 21 0 21
266 2753 204 62 0 62
267 2317 78 189 0 189
267 2537 143 124 0 124
267 2774 207 60 0 60
267 2931 236 31 0 31
267 2759 204 63 0 63
267 2757 204 63 0 63
267 2761 206 61 0 61
268 2927 235 33 0 33
268 2760 206 62 0 62
268 2825 218 50 0 50
268 2919 233 35 0 35
269 2328 79 190 0 190
269 2241 59 210 0 210
269 2944 238 31 0 31
269 2792 213 56 0 56
271 2249 59 212 0 212
272 2935 236 36 0 36
272 2954 244 28 0 28
272 2851 225 47 0 47
272 2870 228 44 0 44
273 2444 111 162 0 162
273 2857 225 48 0 48
273 2861 227 46 0 46
273 2914 233 40 0 40
274 2842 222 52 0 52
274 2862 227 47 0 47
275 2380 95 180 0 180
275 2882 229 46 0 46
275 2904 231 44 0 44
276 2393 96 180 0 180
276 2396 96 180 0 180
277 2332 82 195 0 195
277 2483 130 147 0 147
277 2486 130 147 0 147
277 2924 235 42 0 42
277 2886 229 48 0 48
280 2402 97 183 0 183
280 2912 233 47 0 47
283 2286 73 210 0 210
283 2350 85 198 0 198
284 2355 85 199 0 199
284 2358 85 199 0 199
285 2466 117 168 0 168
287 2563 153 134 0 134
287 2565 153 134 0 134
287 2567 153 134 0 134
290 2415 103 187 0 187
290 2416 103 187 0 187
291 2589 156 135 0 135
293 2306 76 217 0 217
293 2426 104 189 0 189
299 2372 91 208 0 208
299 2373 91 208 0 208
301 2533 143 158 0 158
302 2327 79 223 0 223
304 2541 144 160 0 160
305 2433 110 195 0 195
306 2435 110 196 0 196
307 2445 111 196 0 196
307 2449 111 196 0 196
308 2627 165 143 0 143
309 2473 129 180 0 180
310 2331 82 228 0 228
310 2390 96 214 0 214
310 2399 96 214 0 214
312 2637 169 143 0 143
314 2554 150 164 0 164
317 2461 117 200 0 200
317 2469 117 200 0 200
320 2499 135 185 0 185
321 2661 175 146 0 146
323 2580 156 167 0 167
323 2588 156 167 0 167
326 2518 140 186 0 186
330 2364 90 240 0 240
330 2369 90 240 0 240
332 2312 78 254 0 254
332 2603 161 171 0 171
336 2542 144 192 0 192
336 2549 144 192 0 192
336 2431 110 226 0 226
337 2437 110 227 0 227
338 2620 165 173 0 173
339 2384 95 244 0 244
339 2387 95 244 0 244
339 2470 129 210 0 210
340 2451 113 227 0 227
340 2454 113 227 0 227
340 2484 130 210 0 210
342 2630 169 173 0 173
342 2633 169 173 0 173
342 2634 169 173 0 173
343 2406 97 246 0 246
343 2550 150 193 0 193
344 2555 150 194 0 194
345 2220 54 291 0 291
346 2643 172 174 0 174
347 2649 172 175 0 175
347 2462 117 230 0 230
347 2463 117 230 0 230
348 2659 173 175 0 175
350 2494 135 215 0 215
351 2571 155 196 0 196
351 2506 137 214 0 214
352 2583 156 196 0 196
355 2429 104 251 0 251
356 2519 140 216 0 216
359 2523 141 218 0 218
360 2525 141 219 0 219
360 2528 141 219 0 219
361 2378 91 270 0 270
362 2325 79 283 0 283
365 2544 144 221 0 221
365 2548 144 221 0 221
367 2616 164 203 0 203
367 2442 111 256 0 256
367 2791 213 154 0 154
369 2453 113 256 0 256
369 2481 130 239 0 239
371 2638 169 202 0 202
371 2721 192 179 0 179
371 2407 97 274 0 274
372 2553 150 222 0 222
372 2558 150 222 0 222
372 2348 83 289 0 289
373 2354 85 288 0 288
374 2640 172 202 0 202
374 2650 173 201 0 201
374 2653 173 201 0 201
375 2657 173 202 0 202
376 2562 153 223 0 223
377 2736 199 178 0 178
378 2856 225 153 0 153
378 2581 156 222 0 222
378 2584 156 222 0 222
379 2587 156 223 0 223
379 2672 178 201 0 201
379 2742 202 177 0 177
381 2674 178 203 0 203
381 2676 178 203 0 203
382 2510 140 242 0 242
382 2516 140 242 0 242
383 2754 204 179 0 179
384 2684 180 204 0 204
384 2688 180 204 0 204
385 2596 159 226 0 226
387 2918 233 154 0 154
387 2532 143 244 0 244
389 2788 209 180 0 180
390 2705 185 205 0 205
390 2543 144 246 0 246
390 2711 186 204 0 204
391 2949 238 153 0 153
391 2611 164 227 0 227
392 2618 164 228 0 228
392 2447 111 281 0 281
393 2799 213 180 0 180
394 2485 130 264 0 264
395 2957 244 151 0 151
395 2818 216 179 0 179
396 2552 150 246 0 246
396 2820 218 178 0 178
397 2836 219 178 0 178
397 2837 219 178 0 178
397 2839 219 178 0 178
399 2644 172 227 0 227
399 2490 135 264 0 264
399 2654 173 226 0 226
399 2658 173 226 0 226
399 2492 135 264 0 264
400 2560 153 247 0 247
401 2666 175 226 0 226
401 2573 155 246 0 246
402 2576 155 247 0 247
402 2585 156 246 0 246
402 2670 178 224 0 224
403 2744 202 201 0 201
403 2745 202 201 0 201
403 2867 227 176 0 176
403 2868 227 176 0 176
404 2675 178 226 0 226
404 2873 228 176 0 176
404 2875 228 176 0 176
404 2878 228 176 0 176
405 2517 140 265 0 265
405 2883 229 176 0 176
406 2751 204 202 0 202
406 2756 204 202 0 202
406 2758 204 202 0 202
408 2522 141 267 0 267
409 2906 231 178 0 178
409 2766 206 203 0 203
409 2767 206 203 0 203
409 2768 206 203 0 203
409 2600 161 248 0 248
410 2777 207 203 0 203
410 2779 207 203 0 203
410 2608 161 249 0 249
411 2695 184 227 0 227
411 2697 184 227 0 227
411 2922 235 176 0 176
411 2928 235 176 0 176
413 2547 144 269 0 269
413 2718 186 227 0 227
413 2940 238 175 0 175
413 2946 238 175 0 175
414 2790 213 201 0 201
414 2796 213 201 0 201
414 2624 165 249 0 249
415 2809 214 201 0 201
415 2488 130 285 0 285
415 2455 113 302 0 302
415 2813 216 199 0 199
416 2950 244 172 0 172
417 2828 218 199 0 199
418 2833 219 199 0 199
418 2975 248 170 0 170
419 2988 251 168 0 168
420 2568 153 267 0 267
420 2569 153 267 0 267
420 2495 135 285 0 285
421 2734 199 222 0 222
421 2669 175 246 0 246
421 2572 155 266 0 266
421 2575 155 266 0 266
421 2850 225 196 0 196
421 2858 225 196 0 196
422 2859 225 197 0 197
422 2586 156 266 0 266
422 2671 178 244 0 244
423 2511 140 283 0 283
423 2884 229 194 0 194
424 2889 229 195 0 195
424 2591 159 265 0 265
424 2755 204 220 0 220
424 2680 180 244 0 244
425 2689 180 245 0 245
425 2595 159 266 0 266
425 2597 159 266 0 266
425 2521 141 284 0 284
426 2762 206 220 0 220
426 2765 206 220 0 220
426 2605 161 265 0 265
426 2606 161 265 0 265
427 2693 184 243 0 243
427 2694 184 243 0 243
427 2929 235 192 0 192
427 2783 209 218 0 218
427 2785 209 218 0 218
428 2540 144 284 0 284
428 2706 185 243 0 243
429 2613 164 265 0 265
429 2622 165 264 0 264
429 2794 213 216 0 216
429 2800 214 215 0 215
430 2810 216 214 0 214
430 2951 244 186 0 186
431 2968 245 186 0 186
431 2821 218 213 0 213
432 2972 248 184 0 184
432 2977 248 184 0 184
433 2846 222 211 0 211
433 2848 222 211 0 211
433 2983 251 182 0 182
433 2849 222 211 0 211
433 2493 135 298 0 298
434 2732 199 235 0 235
434 2733 199 235 0 235
434 2747 202 232 0 232
435 2864 227 208 0 208
435 2869 227 208 0 208
435 2679 178 257 0 257
435 2879 228 207 0 207
435 2590 159 276 0 276
436 2890 230 206 0 206
436 2892 230 206 0 206
437 2895 230 207 0 207
437 2899 230 207 0 207
437 2764 206 231 0 231
437 2910 233 204 0 204
438 2534 143 295 0 295
438 2923 235 203 0 203
438 2926 235 203 0 203
438 2784 209 229 0 229
439 2704 185 254 0 254
439 2937 236 203 0 203
439 2709 185 254 0 254
439 2714 186 253 0 253
439 2947 238 201 0 201
439 2795 213 226 0 226
440 2807 214 226 0 226
440 2479 129 311 0 311
440 2812 216 224 0 224
440 2952 244 196 0 196
440 2955 244 196 0 196
441 2967 245 196 0 196
441 2830 219 222 0 222
442 2838 219 223 0 223
442 2971 248 194 0 194
442 2974 248 194 0 194
442 2641 172 270 0 270
442 2642 172 270 0 270
442 2841 222 220 0 220
443 2998 255 188 0 188
443 2860 227 216 0 216
444 2876 228 216 0 216
444 2880 229 215 0 215
444 2888 229 215 0 215
445 2893 230 215 0 215
445 2902 231 214 0 214
446 2776 207 239 0 239
446 2781 209 237 0 237
446 2787 209 237 0 237
446 2703 185 261 0 261
446 2938 236 210 0 210
446 2712 186 260 0 260
446 2614 164 282 0 282
446 2629 165 281 0 281
446 2803 214 232 0 232
447 2816 216 231 0 231
447 2635 169 278 0 278
448 2835 219 229 0 229
448 2973 248 200 0 200
448 2845 222 226 0 226
448 2980 251 197 0 197
448 2660 175 273 0 273
449 2992 255 194 0 194
449 2863 227 222 0 222
449 2749 202 247 0 247
449 2885 229 220 0 220
450 2685 180 270 0 270
450 2896 230 220 0 220
450 2900 231 219 0 219
450 2901 231 219 0 219
450 2772 207 243 0 243
450 2911 233 217 0 217
451 2936 236 215 0 215
451 2956 244 207 0 207
451 2720 192 259 0 259
451 2965 245 206 0 206
451 2826 218 233 0 233
452 2844 222 230 0 230
452 2730 199 253 0 253
452 2991 255 197 0 197
452 2881 229 223 0 223
452 2887 229 223 0 223
452 2752 204 248 0 248
453 2916 233 220 0 220
453 2815 216 237 0 237
453 2976 248 205 0 205
453 2891 230 223 0 223
454 2962 245 209 0 209
454 2827 218 236 0 236
454 2832 219 235 0 235
456 2905 231 225 0 225
Earth Army Wins
Earth Army
Total Earth Soliders: 3763  Total Earth Tanks: 2402 Total Earth Gunnery: 2061
Percentage Of Destructed Units Relative To Their Total:
Earth Soliders: 0 Earth Tanks: 0 Earth Gunnery: 0
Percentage Of Total Destructed Units Relative To Their Total:0
0 0 0
0 0
Total Healed ratio: 0
Alien Army
Total Alien Soldiers: 4326  Total Alien Monester: 2178 Total Alien Drones: 1826
Percentage Of Destructed Units Relative To Their Total : Alien Soldiers: 100 Alien Monesters: 100 Alien Drones: 100
Percentage Of Total Destructed Units Relative To Their Total:100
94 0 94
1 0
